municipality,municipality_id,district,district_id,year,typology,layout,transaction_type,value,volume,shape_Length,shape_Area
Abu Dhabi City,41,AL REEM ISLAND,57,2021,Retail,line store,sale,27074233.789999999105930,10.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,line store,sale,27074233.789999999105930,10.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,Office,maxi (over 1000 sqm),sale,52733300.310000002384186,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,maxi (over 1000 sqm),sale,52733300.310000002384186,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,Office,medium (50 to 500 sqm),sale,23705993.000000000000000,12.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,medium (50 to 500 sqm),sale,23705993.000000000000000,12.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,Apartment / Duplex,studio,sale,29242376.000000000000000,54.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,studio,sale,29242376.000000000000000,54.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,Plot,Undefined,sale,1087686225.000000000000000,19.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,Undefined,sale,1087686225.000000000000000,19.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,All beds,sale,2187567505.309999942779541,890.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2021,All property types,All beds,All types,6868013905.630000114440918,1630.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,1 bed,donation,1394606.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,1 bed,donation,1394606.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,2 beds,donation,8690621.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,2 beds,donation,8690621.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,All beds,donation,10085227.000000000000000,6.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Other,Undefined,long lease,28.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,Undefined,long lease,28.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,All beds,long lease,28.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,1 bed,mortgage,222840291.240000009536743,332.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,1 bed,mortgage,222840291.240000009536743,332.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,2 beds,mortgage,378299722.420000016689301,361.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,2 beds,mortgage,378299722.420000016689301,361.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,3 beds,mortgage,217975301.270000010728836,159.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,3 beds,mortgage,217975301.270000010728836,159.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,4 beds,mortgage,155075986.849999994039536,105.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,4 beds,mortgage,155075986.849999994039536,105.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,5+ beds,mortgage,39779150.000000000000000,13.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,5+ beds,mortgage,39779150.000000000000000,13.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Retail,line store,mortgage,512500.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,line store,mortgage,512500.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Office,maxi (over 1000 sqm),mortgage,63684200.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,maxi (over 1000 sqm),mortgage,63684200.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Office,medium (50 to 500 sqm),mortgage,55133067.000000000000000,34.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,medium (50 to 500 sqm),mortgage,55133067.000000000000000,34.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,studio,mortgage,9762959.759999999776483,22.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,studio,mortgage,9762959.759999999776483,22.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Other,Undefined,mortgage,4476083040.279999732971191,13.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,Undefined,mortgage,4476083040.279999732971191,13.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,All beds,mortgage,5619146218.819999694824219,1045.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,1 bed,sale,698570151.870000004768372,753.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,1 bed,sale,698570151.870000004768372,753.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,2 beds,sale,745836011.570000052452087,528.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,2 beds,sale,745836011.570000052452087,528.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,3 beds,sale,414670108.470000028610229,227.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,3 beds,sale,414670108.470000028610229,227.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,4 beds,sale,313707630.910000026226044,135.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,4 beds,sale,313707630.910000026226044,135.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,5+ beds,sale,72751104.760000005364418,21.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,5+ beds,sale,72751104.760000005364418,21.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Retail,line store,sale,7050276.000000000000000,11.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,line store,sale,7050276.000000000000000,11.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Office,maxi (over 1000 sqm),sale,16598000.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,maxi (over 1000 sqm),sale,16598000.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Office,medium (50 to 500 sqm),sale,1489785507.039999961853027,798.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,medium (50 to 500 sqm),sale,1489785507.039999961853027,798.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Apartment / Duplex,studio,sale,55907167.990000002086163,100.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,studio,sale,55907167.990000002086163,100.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Other,Undefined,sale,352000001.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,Plot,Undefined,sale,1714323370.000000000000000,26.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,Undefined,sale,2066323371.000000000000000,30.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,All beds,sale,5881199329.609999656677246,2604.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2020,All property types,All beds,All types,11510430803.430000305175781,3656.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,1 bed,donation,4102558.229999999981374,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,1 bed,donation,4102558.229999999981374,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,2 beds,donation,4409129.000000000000000,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,2 beds,donation,4409129.000000000000000,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Office,medium (50 to 500 sqm),donation,9460400.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,medium (50 to 500 sqm),donation,9460400.000000000000000,4.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,studio,donation,515000.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,studio,donation,515000.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,All beds,donation,18487087.230000000447035,11.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,1 bed,mortgage,329308951.000000000000000,424.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,1 bed,mortgage,329308951.000000000000000,424.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,2 beds,mortgage,400992650.680000007152557,373.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,2 beds,mortgage,400992650.680000007152557,373.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,3 beds,mortgage,175472579.360000014305115,132.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,3 beds,mortgage,175472579.360000014305115,132.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,4 beds,mortgage,157330944.509999990463257,89.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,4 beds,mortgage,157330944.509999990463257,89.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,5+ beds,mortgage,50367901.750000000000000,18.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,5+ beds,mortgage,50367901.750000000000000,18.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Retail,line store,mortgage,642158.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,line store,mortgage,642158.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Office,maxi (over 1000 sqm),mortgage,29113733.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,maxi (over 1000 sqm),mortgage,29113733.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Office,medium (50 to 500 sqm),mortgage,46190804.500000000000000,15.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,medium (50 to 500 sqm),mortgage,46190804.500000000000000,15.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,studio,mortgage,5152544.660000000149012,12.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,studio,mortgage,5152544.660000000149012,12.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Other,Undefined,mortgage,2091130347.359999895095825,12.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,Undefined,mortgage,2091130347.359999895095825,12.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,All beds,mortgage,3285702614.820000171661377,1077.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,1 bed,sale,1481938430.009999990463257,1403.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,1 bed,sale,1481938430.009999990463257,1403.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,2 beds,sale,1433225452.619999885559082,925.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,2 beds,sale,1433225452.619999885559082,925.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,3 beds,sale,507786340.300000011920929,261.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,3 beds,sale,507786340.300000011920929,261.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,4 beds,sale,572556493.769999980926514,254.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,4 beds,sale,572556493.769999980926514,254.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,5+ beds,sale,93072271.069999992847443,31.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,5+ beds,sale,93072271.069999992847443,31.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Villa / Townhouse,6+ beds,sale,15000000.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,6+ beds,sale,15000000.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Office,large (500 to 1000 sqm),sale,25867391.000000000000000,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,large (500 to 1000 sqm),sale,25867391.000000000000000,3.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Retail,line store,sale,831587507.799999952316284,38.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,line store,sale,831587507.799999952316284,38.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Office,maxi (over 1000 sqm),sale,52077790.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,maxi (over 1000 sqm),sale,52077790.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Office,medium (50 to 500 sqm),sale,95043379.000000000000000,28.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,medium (50 to 500 sqm),sale,95043379.000000000000000,28.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Apartment / Duplex,studio,sale,87089004.530000001192093,134.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,studio,sale,87089004.530000001192093,134.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Other,Undefined,sale,189549270.000000000000000,6.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,Plot,Undefined,sale,1128570725.000000000000000,8.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,Undefined,sale,1318119995.000000000000000,14.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,All beds,sale,6513364055.100000381469727,3094.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2019,All property types,All beds,All types,9817553757.149999618530273,4182.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Apartment / Duplex,1 bed,sale,3798472791.420000076293945,3591.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,1 bed,sale,3798472791.420000076293945,3591.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Apartment / Duplex,2 beds,sale,3942711539.920000076293945,2456.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,2 beds,sale,3942711539.920000076293945,2456.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Apartment / Duplex,3 beds,sale,1362029978.789999961853027,536.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,3 beds,sale,1362029978.789999961853027,536.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Apartment / Duplex,4 beds,sale,1005327307.370000004768372,628.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,4 beds,sale,1005327307.370000004768372,628.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Apartment / Duplex,5+ beds,sale,295590759.329999983310699,131.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,5+ beds,sale,295590759.329999983310699,131.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Villa / Townhouse,6+ beds,sale,135671302.000000000000000,7.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,6+ beds,sale,135671302.000000000000000,7.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Office,large (500 to 1000 sqm),sale,385214064.600000023841858,34.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,large (500 to 1000 sqm),sale,385214064.600000023841858,34.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Retail,line store,sale,105166448.000000000000000,66.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,line store,sale,105166448.000000000000000,66.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Office,maxi (over 1000 sqm),sale,648710573.639999985694885,41.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,maxi (over 1000 sqm),sale,648710573.639999985694885,41.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Office,medium (50 to 500 sqm),sale,1788954783.549999952316284,241.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,medium (50 to 500 sqm),sale,1788954783.549999952316284,241.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Apartment / Duplex,studio,sale,225720234.610000014305115,297.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,studio,sale,225720234.610000014305115,297.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Other,Undefined,sale,582038334.000000000000000,6.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,Plot,Undefined,sale,3880614168.000000000000000,24.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,Undefined,sale,4462652502.000000000000000,30.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,All beds,sale,18156222285.229999542236328,8058.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2018,All property types,All beds,All types,18156222285.229999542236328,8058.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Other,Undefined,donation,75204600.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Plot,Undefined,donation,75204600.000000000000000,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,Undefined,donation,150409200.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,All beds,donation,150409200.000000000000000,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Villa / Townhouse,3 beds,long lease,24823.169999999998254,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,3 beds,long lease,24823.169999999998254,2.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Villa / Townhouse,4 beds,long lease,14705.879999999999200,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,4 beds,long lease,14705.879999999999200,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Villa / Townhouse,5 beds,long lease,285714.289999999979045,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,5 beds,long lease,285714.289999999979045,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Villa / Townhouse,6+ beds,long lease,222222.220000000001164,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,6+ beds,long lease,222222.220000000001164,1.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Other,Undefined,long lease,13769627.220000000670552,9.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,Undefined,long lease,13769627.220000000670552,9.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,All beds,long lease,14317092.779999999329448,14.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Apartment / Duplex,1 bed,mortgage,196456545.620000004768372,284.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,1 bed,mortgage,196456545.620000004768372,284.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Apartment / Duplex,2 beds,mortgage,401771731.170000016689301,345.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,2 beds,mortgage,401771731.170000016689301,345.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Apartment / Duplex,3 beds,mortgage,266289832.610000014305115,157.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,3 beds,mortgage,266289832.610000014305115,157.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Apartment / Duplex,4 beds,mortgage,65915468.000000000000000,36.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,4 beds,mortgage,65915468.000000000000000,36.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,Apartment / Duplex,5+ beds,mortgage,31099376.000000000000000,13.000000000000000,14025.183842866346822,12889332.855498872697353
Abu Dhabi City,41,AL REEM ISLAND,57,2023,All property types,5+ beds,mortgage,31099376.000000000000000,13.000000000000000,14025.183842866346822,12889332.855498872697353
