plot_id,community_id,road_id,allocation_status,construction_status,plot_status,zone_tpss,service_status,area_calculated,development_type,landuse_code,elms_landuse_en,elms_landuse_ar,elms_allocation_en,elms_allocation_ar,sector_tpss,flat_id,gis_id,sector_plot_num,plot_number,community_name_eng,community_name_ara,dev_projectid,dev_far,devcode,max_gfa,municipality_name,district_id,district_name,dev_category,dev_description,elms_parentlanduse_e,elms_parentlanduse_a,created_user,created_date,last_edited_user,last_edited_date,estimatedarea,municipality_id,shape_Length,shape_Area
4208604,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.641190989999984,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208604,YN3_33,33,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.775530687048487,488.967576018001296
4208605,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.701366339999993,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208605,YN3_34,34,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780212109643273,489.026526142057492
4208606,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.228509970000005,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208606,YN3_27,27,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.082920881364430,519.573366473017813
4208607,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.084397859999967,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208607,YN3_31,31,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.050695280638706,519.431942789459754
4208608,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.261756249999962,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208608,YN3_17,17,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.076291398020288,519.608040483299760
4208609,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.004490860000033,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208609,YN3_18,18,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.056375357859352,519.350961196679123
4208610,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.596665649999977,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208610,YN3_15,15,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.775457207550858,488.923039051317346
4208611,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.781902039999977,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208611,YN3_14,14,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786533720321387,489.108343000888738
4208612,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.565461980000009,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208612,YN3_36,36,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.768424921214773,488.890341503234652
4208613,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.205617599999982,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208613,YN3_35,35,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.084866771205725,519.552133002573555
4208614,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.084328880000044,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208614,YN3_7,7,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.060760017755626,519.431949547818135
4208615,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.152043110000022,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208615,YN3_8,8,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.070296131275398,519.499494523237445
4208616,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.690496660000008,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208616,YN3_13,13,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.779430618362497,489.017928002911447
4208617,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.794552689999989,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208617,YN3_9,9,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787756654150741,489.121240509269114
4208618,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.801006219999977,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208618,YN3_10,10,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.788467029878518,489.127969004105807
4208619,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.726821770000015,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208619,YN3_6,6,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.781924439877571,489.053795980846644
4208620,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.543631549999986,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208620,YN3_5,5,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.766689722910598,488.870280005242023
4208621,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.794678760000011,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208621,YN3_2,2,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787756652350197,489.121240490990999
4208622,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.068166990000009,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208622,YN3_11,11,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.059996093398695,519.416102992830020
4208623,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.200156229999948,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208623,YN3_12,12,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.070491395007693,519.547418007099623
4208624,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.079064890000041,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208624,YN3_3,3,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.060508030740237,519.425936007626092
4208625,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.030851070000040,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208625,YN3_4,4,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.041623124314441,519.377740056909374
4208626,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.710026550000009,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208626,YN3_1,1,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.781363823770931,489.037548989285824
4208627,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.533959729999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208627,YN3_22,22,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.764023738297055,488.858922015482335
4208628,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.150984060000042,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208628,YN3_23,23,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.060731676701849,519.496844661923205
4208629,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.668027080000002,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208629,YN3_29,29,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776879089246691,488.994614366717769
4208630,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.746752000000015,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208630,YN3_30,30,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.784806497758041,489.071137509026755
4208631,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.704162639999993,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208631,YN3_28,28,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.779839582624732,489.028551812185185
4208632,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.296361090000005,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208632,YN3_251,251,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.072428533539934,519.641993988801232
4208633,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.121793290000028,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208633,YN3_70,70,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.059230189164253,519.464845504597520
4208634,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.079858629999990,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208634,YN3_75,75,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.063586209777711,519.423535490952190
4208635,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.614323570000010,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208635,YN3_261,261,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777267838227374,488.940398491774772
4208636,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,516.805497339999988,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208636,YN3_151,151,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,94.922378989077970,517.145473102949381
4208637,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.715842520000024,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208637,YN3_272,272,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780745178171017,489.041381135332642
4208638,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.880100970000001,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208638,YN3_285,285,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.796434143317214,489.206154005814483
4208639,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.614567239999985,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208639,YN3_213,213,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.781445247453306,488.940407858020251
4208640,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.642482729999983,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208640,YN3_114,114,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774544501527004,488.964502639594912
4208641,5169,0,ALLOCATED,Not Constructed,Not Constructed,YAS ISLAND,available,22121.239682449999236,,,commercialLand,ارض تجارية,Commercial,تجاري,YN3,,10004208641,YN3_C1,C1,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,605.530016023085864,22136.004933177442581
4208642,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.782509839999989,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208642,YN3_294,294,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.785942401306841,489.106274987643019
4208643,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.723115559999997,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208643,YN3_293,293,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780653863377196,489.047289994682217
4208644,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.260427850000042,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208644,YN3_296,296,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.076132216011558,519.603376994321479
4208645,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.784307179999985,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208645,YN3_292,292,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786533720983016,489.108343007155099
4208646,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.096478820000016,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208646,YN3_295,295,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.060921184746888,519.441424149608338
4208647,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.521063000000026,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208647,YN3_307,307,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.762197192540995,488.845794007994925
4208648,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.878035450000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208648,YN3_308,308,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786543060689283,489.201452485276491
4208649,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.693606289999991,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208649,YN3_309,309,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.779501629125221,489.018832157637348
4208650,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.656781029999991,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208650,YN3_347,347,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786987148701726,488.977256509860183
4208651,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.641594549999979,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208651,YN3_355,355,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422228019034,488.963213003281965
4208652,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.713124059999984,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208652,YN3_353,353,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780105637774795,489.035556995226102
4208653,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.258509020000020,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208653,YN3_359,359,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.055109677330123,519.601835893641351
4208654,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.288636780000047,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208654,YN3_358,358,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.073653387364544,519.630787258792111
4208655,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.712166109999998,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208655,YN3_354,354,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780054421632400,489.034940196273965
4208656,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.009755019999943,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208656,YN3_357,357,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.037250527090848,519.353110839243641
4208657,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.642199779999999,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208657,YN3_356,356,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422227064875,488.963212991785724
4208658,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.640236689999995,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208658,YN3_352,352,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422228019034,488.963213003281965
4208659,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.641195709999977,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208659,YN3_351,351,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422227064875,488.963212991785724
4208660,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.714135160000012,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208660,YN3_349,349,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780105639205729,489.035557011556818
4208661,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.146801060000030,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208661,YN3_360,360,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.049415706018877,519.488854462140694
4208662,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,518.938231350000024,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208662,YN3_361,361,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.043664193421435,519.281001010557816
4208663,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.641215240000008,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208663,YN3_350,350,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422228203576,488.963213005049624
4208664,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.101302170000054,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208664,YN3_362,362,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.064921298683231,519.442965013681260
4208665,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.694331460000001,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208665,YN3_348,348,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780106108000055,489.014265490899504
4208666,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.689855210000019,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208666,YN3_370,370,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.780817853419734,489.012817991433167
4208667,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.769517240000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208667,YN3_372,372,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786652260851739,489.092177988901142
4208668,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.002867000000037,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208668,YN3_366,366,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.068688135729360,519.344872985122947
4208669,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.775651999999980,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208669,YN3_371,371,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787240485280634,489.097612866958912
4208670,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.124671540000008,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208670,YN3_368,368,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.073849619602484,519.468407495245060
