year,municipality,municipality_id,district,district_id,project_name,project_id,project_number,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,2 beds,renewal,2.000000000000000,479650.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,3 beds,new,2.000000000000000,690000.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,3 beds,renewal,3.000000000000000,971500.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,4 beds,renewal,1.000000000000000,525000.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,new,2.000000000000000,505812.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,new,5.000000000000000,1250000.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,renewal,2.000000000000000,483000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,new,7.000000000000000,1663000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,renewal,2.000000000000000,505812.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,new,6.000000000000000,1980000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,renewal,2.000000000000000,577500.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,4 beds,new,2.000000000000000,1050000.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,new,5.000000000000000,1358900.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,renewal,2.000000000000000,479650.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,new,2.000000000000000,690000.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,renewal,3.000000000000000,971500.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,4 beds,renewal,1.000000000000000,525000.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,new,7.000000000000000,1755812.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,renewal,2.000000000000000,483000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,new,15.000000000000000,4693000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,renewal,4.000000000000000,1083312.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,new,7.000000000000000,2048900.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,renewal,6.000000000000000,1976150.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,new,7.000000000000000,2048900.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,renewal,6.000000000000000,1976150.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,renewal,4.000000000000000,1083312.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,renewal,2.000000000000000,483000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,new,15.000000000000000,4693000.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,new,7.000000000000000,1755812.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,2 beds,All types,2.000000000000000,505812.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,3 beds,All types,7.000000000000000,1733000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,2 beds,All types,9.000000000000000,2168812.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,3 beds,All types,8.000000000000000,2557500.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,4 beds,All types,2.000000000000000,1050000.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,2 beds,All types,7.000000000000000,1838550.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,3 beds,All types,5.000000000000000,1661500.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,4 beds,All types,1.000000000000000,525000.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,All types,2.000000000000000,505812.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,All types,7.000000000000000,1733000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,All types,9.000000000000000,2168812.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,All types,8.000000000000000,2557500.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,4 beds,All types,2.000000000000000,1050000.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,2 beds,All types,7.000000000000000,1838550.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,3 beds,All types,5.000000000000000,1661500.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,4 beds,All types,1.000000000000000,525000.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,All types,19.000000000000000,5776312.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,All types,9.000000000000000,2238812.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,Apartment / Duplex,All beds,All types,13.000000000000000,4025050.000000000000000,248.510086142789703,3752.685704237724622
2024,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,All types,19.000000000000000,5776312.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,All types,13.000000000000000,4025050.000000000000000,248.510086142789703,3752.685704237724622
2023,Abu Dhabi City,41,AL REEM ISLAND,57,One Reem Island,1283,2021/265990,All property types,All beds,All types,9.000000000000000,2238812.000000000000000,248.510086142789703,3752.685704237724622
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,All property types,All beds,All types,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,All property types,studio,All types,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,Apartment / Duplex,All beds,All types,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,Apartment / Duplex,studio,All types,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,Apartment / Duplex,All beds,new,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,All property types,All beds,new,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,All property types,studio,new,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Radiant Square,1280,2021/253289,Apartment / Duplex,studio,new,1.000000000000000,1.000000000000000,558.618780268949990,17669.038628156889899
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,2 beds,new,105.000000000000000,14464001.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,2 beds,renewal,1.000000000000000,150000.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,3 beds,new,144.000000000000000,24190720.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,4 beds,new,35.000000000000000,7613000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,2 beds,new,43.000000000000000,6594500.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,2 beds,renewal,47.000000000000000,6556000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,3 beds,new,51.000000000000000,8852000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,3 beds,renewal,67.000000000000000,11452375.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,4 beds,new,26.000000000000000,5733000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,4 beds,renewal,14.000000000000000,3106350.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,All beds,new,120.000000000000000,21179500.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,All beds,renewal,1.000000000000000,150000.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,All beds,new,284.000000000000000,46267721.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,All beds,renewal,128.000000000000000,21114725.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,All beds,new,284.000000000000000,46267721.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,All beds,renewal,1.000000000000000,150000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,All beds,new,120.000000000000000,21179500.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,All beds,renewal,128.000000000000000,21114725.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,2 beds,new,105.000000000000000,14464001.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,2 beds,renewal,1.000000000000000,150000.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,3 beds,new,144.000000000000000,24190720.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,4 beds,new,35.000000000000000,7613000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,2 beds,new,43.000000000000000,6594500.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,2 beds,renewal,47.000000000000000,6556000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,3 beds,new,51.000000000000000,8852000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,3 beds,renewal,67.000000000000000,11452375.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,4 beds,new,26.000000000000000,5733000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,Villa / Townhouse,4 beds,renewal,14.000000000000000,3106350.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,2 beds,All types,106.000000000000000,14614001.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,3 beds,All types,144.000000000000000,24190720.000000000000000,1874.457914689599875,212638.084029835299589
2024,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,4 beds,All types,35.000000000000000,7613000.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,2 beds,All types,90.000000000000000,13150500.000000000000000,1874.457914689599875,212638.084029835299589
2025,Abu Dhabi City,41,YAS ISLAND,1330,NOYA - Phase 1,1268,2020/540783,All property types,3 beds,All types,118.000000000000000,20304375.000000000000000,1874.457914689599875,212638.084029835299589
